timestamp,cmdb_id,kpi_name,value
1647849540,node-3,system.net.packets_out.count,244.99
1647849540,node-3,system.io.svctm,0.0
1647849540,node-5,system.udp.connect.num,9.0
1647849540,node-1,system.cpu.pct_usage,2.56
1647849540,node-6,system.load.5,0.76
1647849540,node-5,system.mem.used,8348.0
1647849540,node-1,system.disk.free,1503216128.0
1647849540,node-4,system.net.tcp.retrans_segs,0.03
1647849540,node-2,system.mem.real.pct_useage,53.77
1647849540,node-6,system.load.15,0.89
1647849540,node-3,system.net.packets_out.error,0.0
1647849540,node-4,system.fs.inodes.free,6497689600.0
1647849540,node-6,system.swap.si,0.0
1647849540,node-1,system.process.zombie.num,0.0
1647849540,node-5,system.load.5,0.58
1647849540,node-1,system.os.nofile.used_pct,0.05
1647849540,node-4,system.os.nofile.used_pct,0.233
1647849540,node-4,system.udp.connect.num,10.0
1647849540,node-3,system.fs.inodes.total,4884698112.0
1647849540,node-3,system.io.rkb_s,0.0
1647849540,node-5,system.cpu.system,2.62
1647849540,node-3,system.net.bytes_rcvd,369395.0
1647849540,node-3,system.mem.pct_usage,55.86
1647849540,node-3,system.io.w_await,0.0
1647849540,node-6,system.fs.inodes.total,2808068388.57
1647849540,node-5,system.disk.pct_usage,7.58
1647849540,node-4,system.net.udp.rcv_buf_errors,0.0
1647849540,node-2,system.os.nofile.current,15808.0
1647849540,node-1,system.disk.total,5867011072.0
1647849540,node-6,system.mem.free,1534.0
1647849540,node-2,system.net.packets_in.error,0.0
1647849540,node-4,system.process.zombie.num,0.0
1647849540,node-2,system.net.packets_in.count,167.29
1647849540,node-4,system.os.nofile.current,15264.0
1647849540,node-3,system.fs.inodes.in_use,0.27
1647849540,node-4,system.net.udp.in_datagrams,0.97
1647849540,node-6,system.io.w_s,20.0
1647849540,node-3,system.mem.free,3960.0
1647849540,node-3,system.net.tcp.in_segs,548.27
1647849540,node-5,system.io.util,0.0
1647849540,node-2,system.net.packets_out.error,0.0
1647849540,node-1,system.net.packets_out.count,377.81
1647849540,node-6,system.net.udp.out_datagrams,42.25
1647849540,node-4,system.io.r_s,0.0
1647849540,node-5,system.net.packets_out.error,0.0
1647849540,node-3,system.io.r_await,0.0
1647849540,node-4,system.net.tcp.in_segs,518.49
1647849540,node-4,system.net.udp.snd_buf_errors,0.0
1647849540,node-3,system.load.1,1.44
1647849540,node-1,system.load.15,1.13
1647849540,node-2,system.net.tcp.retrans_segs,0.42
1647849540,node-4,system.load.1,0.22
1647849540,node-2,system.io.w_await,0.19
1647849540,node-4,system.io.avg_q_sz,0.0
1647849540,node-4,system.io.await,0.5
1647849540,node-5,system.net.packets_in.count,34.59
1647849540,node-5,system.net.bytes_rcvd,26402.74
1647849540,node-6,system.os.nofile.used_pct,0.125
1647849540,node-1,system.net.tcp.out_segs,7887.87
1647849540,node-5,system.io.w_s,0.0
1647849540,node-6,system.io.w_await,0.7
1647849540,node-5,system.process.zombie.num,0.0
1647849540,node-1,system.net.tcp.in_segs,1805.93
1647849540,node-1,system.disk.used,4351113728.0
1647849540,node-6,system.net.tcp.retrans_segs,0.0
1647849540,node-5,system.net.packets_out.count,44.94
1647849540,node-6,system.mem.used,10224.0
1647849540,node-3,system.load.5,0.91
1647849540,node-2,system.net.packets_out.count,160.97
1647849540,node-6,system.io.avg_q_sz,0.03
1647849540,node-6,system.mem.total,32011.0
1647849540,node-1,system.swap.so,0.0
1647849540,node-2,system.net.bytes_sent,245728.25
1647849540,node-1,system.io.w_s,11.0
1647849540,node-1,system.tcp.retrans_pct,0.02
1647849540,node-6,system.mem.pct_usage,31.94
1647849540,node-2,system.swap.si,0.0
1647849540,node-2,system.load.15,0.86
1647849540,node-4,system.net.udp.out_datagrams,0.97
1647849540,node-6,system.io.r_s,0.0
1647849540,node-1,system.swap.si,0.0
1647849540,node-1,system.swap.used_pct,0.0
1647849540,node-3,system.cpu.pct_usage,7.47
1647849540,node-2,system.net.udp.in_errors,0.0
1647849540,node-6,system.cpu.iowait,0.1
1647849540,node-1,system.io.svctm,0.18
1647849540,node-2,system.net.tcp.out_segs,1528.62
1647849540,node-4,system.net.tcp.out_segs,1115.03
1647849540,node-1,system.io.w_await,0.28
1647849540,node-3,system.mem.total,32011.0
1647849540,node-3,system.io.w_s,0.0
1647849540,node-2,system.net.udp.out_datagrams,1.97
1647849540,node-4,system.load.15,0.54
1647849540,node-2,system.io.w_s,14.5
1647849540,node-1,system.os.nofile.max,6553600.0
1647849540,node-1,system.load.1,0.79
1647849540,node-2,system.load.1,0.63
1647849540,node-4,system.io.svctm,0.5
1647849540,node-1,system.net.packets_out.error,0.0
1647849540,node-5,system.net.packets_in.error,0.0
1647849540,node-5,system.mem.real.pct_useage,22.19
1647849540,node-4,system.io.w_s,0.5
1647849540,node-6,system.io.rkb_s,0.0
1647849540,node-3,system.net.packets_in.count,300.53
1647849540,node-1,system.net.packets_in.error,0.0
1647849540,node-3,system.load.15,0.67
1647849540,node-6,system.io.await,0.7
1647849540,node-2,system.net.tcp.in_segs,918.18
1647849540,node-1,system.net.bytes_sent,1655379.5
1647849540,node-2,system.os.nofile.used_pct,0.241
1647849540,node-3,system.io.util,0.0
1647849540,node-1,system.udp.connect.num,10.0
1647849540,node-1,system.cpu.user,1.52
1647849540,node-6,system.fs.inodes.in_use,0.89
1647849540,node-3,system.net.packets_in.error,0.0
1647849540,node-3,system.mem.used,17881.0
1647849540,node-1,system.net.bytes_rcvd,1324914.5
1647849540,node-5,system.net.bytes_sent,42204.93
1647849540,node-2,system.mem.free,7195.0
1647849540,node-3,system.io.avg_q_sz,0.0
1647849540,node-5,system.load.1,0.76
1647849540,node-1,system.swap.used,0.0
1647849540,node-5,system.cpu.user,4.08
1647849540,node-1,system.cpu.system,0.67
1647849540,node-6,system.net.udp.in_datagrams,42.25
1647849540,node-4,system.io.util,0.05
1647849540,node-4,system.fs.inodes.used,2592685.67
1647849540,node-1,system.disk.readonly,0.0
1647849540,node-6,system.net.bytes_sent,82336.9
1647849540,node-5,system.mem.free,18144.0
1647849540,node-5,system.io.w_await,0.0
1647849540,node-3,system.fs.inodes.used,1951724.0
1647849540,node-6,system.swap.used_pct,0.0
1647849540,node-1,system.mem.used,23995.0
1647849540,node-6,system.net.bytes_rcvd,67562.73
1647849540,node-4,system.swap.si,0.0
1647849540,node-4,system.fs.inodes.in_use,0.34
1647849540,node-3,system.net.bytes_sent,396618.13
1647849540,node-5,system.swap.used_pct,0.0
1647849540,node-2,system.mem.pct_usage,57.72
1647849540,node-1,system.net.packets_in.count,1022.73
1647849540,node-6,system.net.udp.in_errors,0.0
1647849540,node-5,system.tcp.retrans_pct,0.01
1647849540,node-3,system.disk.readonly,0.0
1647849540,node-5,system.swap.free,0.0
1647849540,node-4,system.io.w_await,0.5
1647849540,node-5,system.net.udp.in_errors,0.0
1647849540,node-3,system.disk.pct_usage,41.34
1647849540,node-1,system.io.util,0.4
1647849540,node-6,system.os.nofile.max,6553600.0
1647849540,node-4,system.io.r_await,0.0
1647849540,node-6,system.os.nofile.current,8224.0
1647849540,node-3,system.io.await,0.0
1647849540,node-5,system.cpu.pct_usage,6.72
1647849540,node-4,system.load.5,0.41
1647849540,node-5,system.net.udp.out_datagrams,100.57
1647849540,node-1,system.disk.pct_usage,40.67
1647849540,node-6,system.mem.real.pct_useage,29.02
1647849540,node-4,system.swap.free,0.0
1647849540,node-5,system.mem.pct_usage,26.08
1647849540,node-5,system.disk.free,548768128.0
1647849540,node-2,system.mem.used,18477.0
1647849540,node-2,system.udp.connect.num,10.0
1647849540,node-5,system.swap.used,0.0
1647849540,node-4,system.fs.inodes.total,6500282368.0
1647849540,node-5,system.load.15,0.5
1647849540,node-1,system.mem.real.pct_useage,73.16
1647849540,node-3,system.io.r_s,0.0
1647849540,node-3,system.disk.total,5867011072.0
1647849540,node-6,system.io.r_await,0.0
1647849540,node-2,system.swap.so,0.0
1647849540,node-6,system.fs.inodes.used,1402434.14
1647849540,node-4,system.net.packets_out.error,0.0
1647849540,node-3,system.mem.real.pct_useage,53.08
1647849540,node-4,system.net.udp.in_errors,0.0
1647849540,node-5,system.os.nofile.used_pct,0.214
1647849540,node-6,system.udp.connect.num,10.0
1647849540,node-1,system.mem.total,32011.0
1647849540,node-5,system.os.nofile.current,14048.0
1647849540,node-2,system.net.bytes_rcvd,172434.56
1647849540,node-5,system.mem.total,32011.0
1647849540,node-2,system.tcp.retrans_pct,0.06
1647849540,node-1,system.swap.total,0.0
1647849540,node-2,system.mem.total,32011.0
1647849540,node-2,system.load.5,0.97
1647849540,node-1,system.swap.free,0.0
1647849540,node-5,system.cpu.iowait,0.02
1647849540,node-6,system.tcp.retrans_pct,0.0
1647849540,node-1,system.cpu.iowait,0.38
1647849540,node-4,system.io.rkb_s,0.0
1647849540,node-6,system.net.packets_in.error,0.0
1647849540,node-3,system.disk.used,4355199488.0
1647849540,node-3,system.swap.so,0.0
1647849540,node-4,system.swap.total,0.0
1647849540,node-4,system.cpu.user,2.4
1647849540,node-2,system.disk.total,5867011072.0
1647849540,node-3,system.tcp.retrans_pct,0.01
1647849540,node-6,system.io.util,0.8
1647849540,node-1,system.os.nofile.current,3264.0
1647849540,node-4,system.swap.used_pct,0.0
1647849540,node-6,system.cpu.user,4.73
1647849540,node-3,system.cpu.user,5.6
1647849540,node-2,system.io.r_s,0.0
1647849540,node-5,system.swap.total,0.0
1647849540,node-5,system.disk.readonly,0.0
1647849540,node-5,system.io.rkb_s,0.0
1647849540,node-6,system.net.udp.snd_buf_errors,0.0
1647849540,node-4,system.net.bytes_rcvd,277914.28
1647849540,node-1,system.fs.inodes.used,1944092.5
1647849540,node-4,system.os.nofile.max,6553600.0
1647849540,node-2,system.disk.readonly,0.0
1647849540,node-4,system.swap.used,0.0
1647849540,node-1,system.load.5,1.15
1647849540,node-6,system.disk.readonly,0.0
1647849540,node-2,system.io.svctm,0.16
1647849540,node-1,system.fs.inodes.in_use,0.25
1647849540,node-3,system.process.zombie.num,0.0
1647849540,node-4,system.disk.pct_usage,53.11
1647849540,node-1,system.net.tcp.retrans_segs,0.5
1647849540,node-5,system.net.udp.in_datagrams,100.57
1647849540,node-6,system.net.packets_out.count,155.39
1647849540,node-6,system.swap.used,0.0
1647849540,node-3,system.swap.used,0.0
1647849540,node-5,system.io.r_await,0.0
1647849540,node-1,system.io.r_s,0.0
1647849540,node-5,system.fs.inodes.used,323399.0
1647849540,node-4,system.cpu.system,1.08
1647849540,node-3,system.net.tcp.retrans_segs,0.15
1647849540,node-5,system.net.tcp.out_segs,204.92
1647849540,node-6,system.disk.pct_usage,38.72
1647849540,node-5,system.net.tcp.retrans_segs,0.02
1647849540,node-4,system.mem.real.pct_useage,48.06
1647849540,node-3,system.swap.free,0.0
1647849540,node-2,ping.can_connect,1.0
1647849540,node-5,system.net.udp.rcv_buf_errors,0.0
1647849540,node-4,system.cpu.pct_usage,4.28
1647849540,node-6,system.net.tcp.out_segs,255.15
1647849540,node-3,system.net.udp.out_datagrams,1.3
1647849540,node-1,system.mem.pct_usage,74.96
1647849540,node-1,system.fs.inodes.free,4883039232.0
1647849540,node-2,system.swap.used,0.0
1647849540,node-6,system.fs.inodes.free,2806665801.14
1647849540,node-4,system.disk.readonly,0.0
1647849540,node-3,system.os.nofile.current,14976.0
1647849540,node-1,system.io.await,0.28
1647849540,node-4,system.mem.pct_usage,53.48
1647849540,node-2,system.io.rkb_s,0.0
1647849540,node-4,ping.can_connect,1.0
1647849540,node-3,system.swap.total,0.0
1647849540,node-4,system.disk.total,7616300373.33
1647849540,node-5,system.io.svctm,0.0
1647849540,node-6,system.net.packets_in.count,145.59
1647849540,node-6,system.net.tcp.in_segs,218.72
1647849540,node-5,system.os.nofile.max,6553600.0
1647849540,node-3,system.net.udp.in_errors,0.0
1647849540,node-2,system.net.udp.snd_buf_errors,0.0
1647849540,node-6,system.net.udp.rcv_buf_errors,0.0
1647849540,node-2,system.fs.inodes.in_use,0.33
1647849540,node-2,system.os.nofile.max,6553600.0
1647849540,node-5,system.io.avg_q_sz,0.0
1647849540,node-2,system.fs.inodes.free,4883009536.0
1647849540,node-2,system.cpu.user,8.25
1647849540,node-3,system.swap.used_pct,0.0
1647849540,node-2,system.swap.total,0.0
1647849540,node-6,system.process.zombie.num,0.0
1647849540,node-4,system.net.packets_in.error,0.0
1647849540,node-2,system.fs.inodes.used,1973687.5
1647849540,node-1,system.net.udp.out_datagrams,0.98
1647849540,node-2,system.cpu.iowait,0.69
1647849540,node-4,system.net.packets_in.count,227.07
1647849540,node-3,system.udp.connect.num,10.0
1647849540,node-6,system.swap.free,0.0
1647849540,node-3,system.net.udp.in_datagrams,1.3
1647849540,node-4,system.tcp.retrans_pct,0.0
1647849540,node-5,system.swap.si,0.0
1647849540,node-3,system.disk.free,1499130496.0
1647849540,node-3,system.cpu.iowait,0.96
1647849540,node-1,system.net.udp.in_errors,0.0
1647849540,node-6,system.cpu.pct_usage,7.56
1647849540,node-6,system.disk.used,2578351835.43
1647849540,node-2,system.disk.used,4350716928.0
1647849540,node-4,system.swap.so,0.0
1647849540,node-2,system.fs.inodes.total,4884983296.0
1647849540,node-3,system.swap.si,0.0
1647849540,node-5,system.fs.inodes.in_use,0.82
1647849540,node-5,system.fs.inodes.free,38998200.0
1647849540,node-1,system.fs.inodes.total,4884983296.0
1647849540,node-5,system.net.tcp.in_segs,166.3
1647849540,node-2,system.swap.free,0.0
1647849540,node-1,system.io.avg_q_sz,0.0
1647849540,node-4,system.mem.used,17120.0
1647849540,node-4,system.disk.free,1813002240.0
1647849540,node-4,system.net.bytes_sent,362960.98
1647849540,node-6,system.disk.free,1021456676.57
1647849540,node-2,system.io.await,0.19
1647849540,node-1,system.mem.free,2912.0
1647849540,node-3,system.fs.inodes.free,4882745856.0
1647849540,node-5,system.disk.used,45011744.0
1647849540,node-2,system.net.udp.rcv_buf_errors,0.0
1647849540,node-2,system.io.avg_q_sz,0.0
1647849540,node-2,system.disk.free,1503613184.0
1647849540,node-4,system.cpu.iowait,0.79
1647849540,node-6,system.disk.total,3617924242.29
1647849540,node-4,system.net.packets_out.count,215.37
1647849540,node-6,system.load.1,0.54
1647849540,node-6,system.net.packets_out.error,0.0
1647849540,node-6,system.swap.so,0.0
1647849540,node-2,system.process.zombie.num,0.0
1647849540,node-2,system.io.util,0.45
1647849540,node-3,system.cpu.system,0.9
1647849540,node-2,system.io.r_await,0.0
1647849540,node-3,system.net.tcp.out_segs,1145.65
1647849540,node-5,system.io.await,0.0
1647849540,node-1,system.net.udp.snd_buf_errors,0.0
1647849540,node-2,system.cpu.pct_usage,10.19
1647849540,node-1,system.io.rkb_s,0.0
1647849540,node-2,system.disk.pct_usage,40.6
1647849540,node-5,system.swap.so,0.0
1647849540,node-3,system.os.nofile.used_pct,0.229
1647849540,node-4,system.mem.free,8950.0
1647849540,node-3,system.os.nofile.max,6553600.0
1647849540,node-5,system.disk.total,619141888.0
1647849540,node-4,system.disk.used,5794844672.0
1647849540,node-1,system.net.udp.rcv_buf_errors,0.0
1647849540,node-5,system.net.udp.snd_buf_errors,0.0
1647849540,node-1,system.io.r_await,0.0
1647849540,node-6,system.swap.total,0.0
1647849540,node-4,system.mem.total,32011.0
1647849540,node-1,system.net.udp.in_datagrams,0.98
1647849540,node-2,system.swap.used_pct,0.0
1647849540,node-6,system.io.svctm,0.2
1647849540,node-2,system.net.udp.in_datagrams,1.97
1647849540,node-3,system.net.udp.snd_buf_errors,0.0
1647849540,node-5,system.io.r_s,0.0
1647849540,node-5,system.fs.inodes.total,39321600.0
1647849540,node-2,system.cpu.system,1.25
1647849540,node-3,system.net.udp.rcv_buf_errors,0.0
1647849540,node-6,system.cpu.system,2.73
1647849600,node-1,system.fs.inodes.total,4884363264.0
1647849600,node-6,system.io.r_await,0.0
1647849600,node-5,system.swap.so,0.0
1647849600,node-4,system.io.w_await,0.0
1647849600,node-6,system.os.nofile.max,6553600.0
1647849600,node-5,system.net.tcp.in_segs,168.72
1647849600,node-2,system.disk.used,4350871552.0
1647849600,node-1,system.net.tcp.in_segs,1261.6
1647849600,node-2,system.mem.real.pct_useage,53.76
1647849600,node-3,system.mem.total,32011.0
1647849600,node-6,system.fs.inodes.used,1690081.88
1647849600,node-1,system.tcp.retrans_pct,0.02
1647849600,node-1,system.disk.readonly,0.0
1647849600,node-6,system.net.udp.out_datagrams,45.32
1647849600,node-1,system.swap.so,0.0
1647849600,node-3,system.io.await,0.0
1647849600,node-5,system.cpu.iowait,0.02
1647849600,node-5,system.io.r_s,0.0
1647849600,node-5,system.swap.si,0.0
1647849600,node-4,system.net.tcp.retrans_segs,0.0
1647849600,node-5,system.net.packets_out.error,0.0
1647849600,node-1,system.net.packets_in.error,0.0
1647849600,node-1,system.net.udp.in_errors,0.0
1647849600,node-3,system.udp.connect.num,10.0
